word,chi2_score,p_value,association,freq_class0,freq_class1
hollywood,2.6740143164509353,0.10199846023150745,Kein Disaster,17,6
effect,2.6740143164509353,0.10199846023150745,Kein Disaster,17,6
lady,2.650062980056462,0.1035457937520678,Kein Disaster,11,3
open,2.650062980056462,0.1035457937520678,Kein Disaster,11,3
direction,2.650062980056462,0.1035457937520678,Kein Disaster,11,3
link,2.634347600685561,0.10457500970836558,Kein Disaster,15,5
blue,2.634347600685561,0.10457500970836558,Kein Disaster,15,5
win,2.634347600685561,0.10457500970836558,Kein Disaster,15,5
ignition,2.634347600685561,0.10457500970836558,Kein Disaster,15,5
level,2.634347600685561,0.10457500970836558,Kein Disaster,15,5
wonder,2.6207727153637763,0.10547306751603745,Kein Disaster,13,4
party,2.6207727153637763,0.10547306751603745,Kein Disaster,13,4
download,2.6207727153637763,0.10547306751603745,Kein Disaster,13,4
sex,2.6207727153637763,0.10547306751603745,Kein Disaster,13,4
comes,2.6207727153637763,0.10547306751603745,Kein Disaster,13,4
strike,2.596766728384722,0.10708197238876264,Disaster,5,9
piece,2.596766728384722,0.10708197238876264,Disaster,5,9
internally,2.596766728384722,0.10708197238876264,Disaster,5,9
change,2.5807578987937303,0.10816985876724902,Kein Disaster,31,14
help,2.546045044282594,0.11057072915690248,Kein Disaster,49,25
colorado,2.491406359024303,0.11446939622371899,Disaster,6,10
shows,2.491406359024303,0.11446939622371899,Disaster,6,10
bayelsa,2.491406359024303,0.11446939622371899,Disaster,6,10
tree,2.491406359024303,0.11446939622371899,Disaster,6,10
detonation,2.456050102413415,0.1170728513119924,Kein Disaster,22,9
downtown,2.4184329918970393,0.11991483003829334,Disaster,7,11
human,2.4184329918970393,0.11991483003829334,Disaster,7,11
ûï,2.4184329918970393,0.11991483003829334,Disaster,7,11
british,2.4184329918970393,0.11991483003829334,Disaster,7,11
family,2.407530147538971,0.12075274866753224,Disaster,20,24
poor,2.368130526332984,0.12383527084387745,Disaster,8,12
ambulance,2.3638657050830254,0.12417414147778638,Disaster,18,22
stars,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
row,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
bear,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
moments,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
passing,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
german,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
feminists,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
53inch,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
club,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
curved,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
mtvhottest,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
eat,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
attention,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
shoes,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
results,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
republicans,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
300w,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
compliant,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
exactly,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
thomas,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
ideas,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
quote,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
ya,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
society,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
holy,2.3496634146785995,0.12531006112976104,Kein Disaster,6,1
town,2.3343159891785352,0.12655056769033438,Disaster,9,13
hijacker,2.3147357350409967,0.1281530786600718,Disaster,15,19
australian,2.3141325802307726,0.12820280007268642,Disaster,2,5
mt,2.3141325802307726,0.12820280007268642,Disaster,2,5
struck,2.3141325802307726,0.12820280007268642,Disaster,2,5
prison,2.3141325802307726,0.12820280007268642,Disaster,2,5
miles,2.3141325802307726,0.12820280007268642,Disaster,2,5
somalia,2.3141325802307726,0.12820280007268642,Disaster,2,5
sees,2.3141325802307726,0.12820280007268642,Disaster,2,5
italian,2.3141325802307726,0.12820280007268642,Disaster,2,5
christmas,2.3141325802307726,0.12820280007268642,Disaster,2,5
remains,2.3141325802307726,0.12820280007268642,Disaster,2,5
conditions,2.3141325802307726,0.12820280007268642,Disaster,2,5
incredible,2.3141325802307726,0.12820280007268642,Disaster,2,5
id,2.3141325802307726,0.12820280007268642,Disaster,2,5
exchange,2.3141325802307726,0.12820280007268642,Disaster,2,5
photography,2.3141325802307726,0.12820280007268642,Disaster,2,5
respond,2.3141325802307726,0.12820280007268642,Disaster,2,5
track,2.3141325802307726,0.12820280007268642,Disaster,2,5
field,2.3141325802307726,0.12820280007268642,Disaster,2,5
political,2.3141325802307726,0.12820280007268642,Disaster,2,5
shadow,2.3141325802307726,0.12820280007268642,Disaster,2,5
visit,2.3141325802307726,0.12820280007268642,Disaster,2,5
plot,2.3141325802307726,0.12820280007268642,Disaster,2,5
hill,2.3141325802307726,0.12820280007268642,Disaster,2,5
apartment,2.3141325802307726,0.12820280007268642,Disaster,2,5
notices,2.3141325802307726,0.12820280007268642,Disaster,2,5
needed,2.3141325802307726,0.12820280007268642,Disaster,2,5
safe,2.3141325802307726,0.12820280007268642,Disaster,2,5
country,2.312867398331294,0.12830716586220123,Disaster,10,14
history,2.300931073874207,0.1292964729739161,Disaster,11,15
wake,2.296468673009387,0.12966850591478318,Disaster,12,16
hijack,2.296468673009387,0.12966850591478318,Disaster,12,16
inside,2.296468673009387,0.12966850591478318,Disaster,12,16
far,2.296468673009387,0.12966850591478318,Disaster,12,16
hell,2.2850282953599876,0.13062775955783182,Kein Disaster,18,7
bc,2.2850282953599876,0.13062775955783182,Kein Disaster,18,7
drowning,2.262648094290297,0.13252727205209738,Kein Disaster,25,11
blaze,2.2110057548541633,0.13702930920634793,Kein Disaster,16,6
miners,2.2110057548541633,0.13702930920634793,Kein Disaster,16,6
zone,2.159359480857419,0.14170374833247593,Kein Disaster,23,10
perfect,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
yo,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
ask,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
word,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
lose,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
build,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
woke,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
common,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
list,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
da,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
football,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
hold,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
boys,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
books,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
mind,2.1523417619291907,0.14235262216738048,Kein Disaster,8,2
wanted,2.1494793285114073,0.14261824786625296,Kein Disaster,14,5
playing,2.1494793285114073,0.14261824786625296,Kein Disaster,14,5
100,2.1494793285114073,0.14261824786625296,Kein Disaster,14,5
emergency,2.145253888747155,0.14301137621046497,Disaster,81,77
businesses,2.107478080548448,0.14658070969983375,Kein Disaster,12,4
series,2.107478080548448,0.14658070969983375,Kein Disaster,12,4
dad,2.107478080548448,0.14658070969983375,Kein Disaster,12,4
weekend,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
hero,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
sun,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
shape,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
hasn,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
press,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
amazon,2.098519442151299,0.14744184846617797,Kein Disaster,10,3
shut,2.0630307008211552,0.15090976511481163,Disaster,3,6
exit,2.0630307008211552,0.15090976511481163,Disaster,3,6
allah,2.0630307008211552,0.15090976511481163,Disaster,3,6
quickly,2.0630307008211552,0.15090976511481163,Disaster,3,6
law,2.0630307008211552,0.15090976511481163,Disaster,3,6
falls,2.0630307008211552,0.15090976511481163,Disaster,3,6
accidents,2.0630307008211552,0.15090976511481163,Disaster,3,6
app,2.0630307008211552,0.15090976511481163,Disaster,3,6
humanity,2.0630307008211552,0.15090976511481163,Disaster,3,6
demolished,2.0581318584757433,0.15139567910706922,Kein Disaster,21,9
away,2.010693925348228,0.15619386088019868,Kein Disaster,26,12
amp,1.9444832879877616,0.16318257142767534,Kein Disaster,209,135
setting,1.9179226469018635,0.16608584744638027,Disaster,4,7
cops,1.9179226469018635,0.16608584744638027,Disaster,4,7
el,1.9179226469018635,0.16608584744638027,Disaster,4,7
heard,1.9011913464151133,0.1679450300772434,Kein Disaster,24,11
heart,1.9011913464151133,0.1679450300772434,Kein Disaster,24,11
exploded,1.9011913464151133,0.1679450300772434,Kein Disaster,24,11
landslide,1.8839858339648607,0.16988182239906274,Disaster,18,21
shit,1.8664531120148378,0.17188186241344133,Kein Disaster,37,19
money,1.8649510734427936,0.17205446129213878,Kein Disaster,17,7
waves,1.8649510734427936,0.17205446129213878,Kein Disaster,17,7
team,1.8649510734427936,0.17205446129213878,Kein Disaster,17,7
national,1.8301296775194604,0.17611222939109533,Disaster,16,19
non,1.8298881913235183,0.17614075233716764,Disaster,5,8
map,1.8298881913235183,0.17614075233716764,Disaster,5,8
brooklyn,1.8298881913235183,0.17614075233716764,Disaster,5,8
helping,1.8298881913235183,0.17614075233716764,Disaster,5,8
using,1.8298881913235183,0.17614075233716764,Disaster,5,8
2013,1.8298881913235183,0.17614075233716764,Disaster,5,8
cool,1.7924558280612062,0.18062723087817584,Kein Disaster,22,10
week,1.7879732873692444,0.1811732927958992,Kein Disaster,27,13
research,1.7760978947497388,0.1826292134290719,Disaster,6,9
safety,1.7760978947497388,0.1826292134290719,Disaster,6,9
govt,1.7760978947497388,0.1826292134290719,Disaster,6,9
course,1.7756477564287807,0.18268466632611868,Kein Disaster,15,6
needs,1.7756477564287807,0.18268466632611868,Kein Disaster,15,6
america,1.7632624040231668,0.1842181124344122,Disaster,13,16
support,1.7463339201239139,0.18633827422265642,Disaster,12,15
sea,1.7444655834142084,0.18657400108032354,Disaster,7,10
patience,1.7444655834142084,0.18657400108032354,Disaster,7,10
climate,1.7279939988206383,0.18866728529712348,Disaster,8,11
large,1.7279939988206383,0.18866728529712348,Disaster,8,11
takes,1.7279939988206383,0.18866728529712348,Disaster,8,11
uk,1.7279939988206383,0.18866728529712348,Disaster,8,11
13,1.722351504757039,0.1893906358780638,Disaster,9,12
texas,1.722351504757039,0.1893906358780638,Disaster,9,12
isn,1.722351504757039,0.1893906358780638,Disaster,9,12
gotten,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
arms,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
bluejays,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
prepared,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
father,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
founder,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
xd,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
finnish,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
4wd,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
åê,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
zombie,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
defense,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
deals,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
rose,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
weren,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
admits,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
tubestrike,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
steps,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
staff,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
generation,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
towel,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
piling,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
tom,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
officially,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
blessings,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
beginning,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
vinyl,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
q2eblokeve,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
manager,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
destiny,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
unveiled,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
idk,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
ends,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
luck,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
calories,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
pls,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
uses,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
electronic,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
article,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
swim,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
dragon,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
dorret,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
mining,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
type,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
thoughts,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
scheme,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
enemy,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
mac,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
adult,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
external,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
wins,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
rear,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
fail,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
poll,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
encmhz6y34,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
ted,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
tour,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
cuz,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
rights,1.6934849464817034,0.19314221289442202,Kein Disaster,5,1
hours,1.6847254235697076,0.19429773634527714,Kein Disaster,20,9
woman,1.6752988092842767,0.19555030317910185,Kein Disaster,25,12
thing,1.6752988092842767,0.19555030317910185,Kein Disaster,25,12
mudslide,1.6752988092842767,0.19555030317910185,Kein Disaster,25,12
petition,1.6261894244105908,0.20223091585291247,Kein Disaster,11,4
deep,1.6261894244105908,0.20223091585291247,Kein Disaster,11,4
loving,1.6261894244105908,0.20223091585291247,Kein Disaster,11,4
apollo,1.6261894244105908,0.20223091585291247,Kein Disaster,11,4
guess,1.6261894244105908,0.20223091585291247,Kein Disaster,11,4
kinda,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
fat,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
ûªve,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
match,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
killer,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
episode,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
trump,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
court,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
test,1.5806085604113354,0.20867305706153635,Kein Disaster,9,3
ah,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
rn,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
lie,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
stream,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
gm,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
enjoy,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
completely,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
seriously,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
mini,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
david,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
meat,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
kick,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
sports,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
community,1.5803694995384987,0.20870747810188814,Kein Disaster,7,2
yeah,1.5783480569699107,0.20899880308941707,Kein Disaster,18,8
left,1.5627865236588243,0.2112576856240927,Kein Disaster,23,11
wounds,1.5627865236588243,0.2112576856240927,Kein Disaster,23,11
rescue,1.5192482927486781,0.21773328440841527,Disaster,20,22
rescued,1.4837252023948717,0.22319258817303914,Disaster,19,21
military,1.4797196592327242,0.22381838936501125,Kein Disaster,34,18
flames,1.455802255604124,0.2275992085552636,Disaster,28,29
care,1.4504835186262937,0.22845038370735393,Kein Disaster,21,10
ok,1.4487134857605364,0.22873449681409508,Disaster,18,20
engulfed,1.4142983717989166,0.23434414762750766,Disaster,17,19
sunset,1.3753538005474373,0.2408941522556057,Disaster,2,4
mission,1.3753538005474373,0.2408941522556057,Disaster,2,4
30pm,1.3753538005474373,0.2408941522556057,Disaster,2,4
path,1.3753538005474373,0.2408941522556057,Disaster,2,4
fired,1.3753538005474373,0.2408941522556057,Disaster,2,4
september,1.3753538005474373,0.2408941522556057,Disaster,2,4
sw,1.3753538005474373,0.2408941522556057,Disaster,2,4
santa,1.3753538005474373,0.2408941522556057,Disaster,2,4
allow,1.3753538005474373,0.2408941522556057,Disaster,2,4
loop,1.3753538005474373,0.2408941522556057,Disaster,2,4
arrive,1.3753538005474373,0.2408941522556057,Disaster,2,4
homeless,1.3753538005474373,0.2408941522556057,Disaster,2,4
details,1.3753538005474373,0.2408941522556057,Disaster,2,4
subject,1.3753538005474373,0.2408941522556057,Disaster,2,4
averted,1.3753538005474373,0.2408941522556057,Disaster,2,4
valley,1.3753538005474373,0.2408941522556057,Disaster,2,4
medical,1.3753538005474373,0.2408941522556057,Disaster,2,4
se,1.3753538005474373,0.2408941522556057,Disaster,2,4
shipping,1.3753538005474373,0.2408941522556057,Disaster,2,4
named,1.3753538005474373,0.2408941522556057,Disaster,2,4
blow,1.3753538005474373,0.2408941522556057,Disaster,2,4
van,1.3753538005474373,0.2408941522556057,Disaster,2,4
violence,1.3753538005474373,0.2408941522556057,Disaster,2,4
begins,1.3753538005474373,0.2408941522556057,Disaster,2,4
buffalo,1.3753538005474373,0.2408941522556057,Disaster,2,4
rising,1.3753538005474373,0.2408941522556057,Disaster,2,4
ex,1.3753538005474373,0.2408941522556057,Disaster,2,4
reminds,1.3753538005474373,0.2408941522556057,Disaster,2,4
insane,1.3753538005474373,0.2408941522556057,Disaster,2,4
debt,1.3753538005474373,0.2408941522556057,Disaster,2,4
95,1.3753538005474373,0.2408941522556057,Disaster,2,4
confirm,1.3753538005474373,0.2408941522556057,Disaster,2,4
triggered,1.3753538005474373,0.2408941522556057,Disaster,2,4
levels,1.3753538005474373,0.2408941522556057,Disaster,2,4
lands,1.3753538005474373,0.2408941522556057,Disaster,2,4
org,1.3753538005474373,0.2408941522556057,Disaster,2,4
fake,1.3753538005474373,0.2408941522556057,Disaster,2,4
77,1.3753538005474373,0.2408941522556057,Disaster,2,4
computers,1.372087905650496,0.2414534763480891,Kein Disaster,14,6
talk,1.372087905650496,0.2414534763480891,Kein Disaster,14,6
chance,1.372087905650496,0.2414534763480891,Kein Disaster,14,6
entire,1.372087905650496,0.2414534763480891,Kein Disaster,14,6
follow,1.372087905650496,0.2414534763480891,Kein Disaster,14,6
little,1.3682614972844918,0.24211080721094247,Kein Disaster,32,17
date,1.2744973263003503,0.25892467701193317,Kein Disaster,12,5
gave,1.2744973263003503,0.25892467701193317,Kein Disaster,12,5
turn,1.2744973263003503,0.25892467701193317,Kein Disaster,12,5
funtenna,1.2744973263003503,0.25892467701193317,Kein Disaster,12,5
bring,1.2744973263003503,0.25892467701193317,Kein Disaster,12,5
scared,1.2744973263003503,0.25892467701193317,Kein Disaster,12,5
place,1.255990555976574,0.26241139032023264,Disaster,12,14
calling,1.2457031795121516,0.2643747363215806,Disaster,3,5
mile,1.2457031795121516,0.2643747363215806,Disaster,3,5
stealing,1.2457031795121516,0.2643747363215806,Disaster,3,5
exploration,1.2457031795121516,0.2643747363215806,Disaster,3,5
putin,1.2457031795121516,0.2643747363215806,Disaster,3,5
massive,1.2457031795121516,0.2643747363215806,Disaster,3,5
seconds,1.2457031795121516,0.2643747363215806,Disaster,3,5
plus,1.2457031795121516,0.2643747363215806,Disaster,3,5
09,1.2457031795121516,0.2643747363215806,Disaster,3,5
strategy,1.2457031795121516,0.2643747363215806,Disaster,3,5
actions,1.2457031795121516,0.2643747363215806,Disaster,3,5
leader,1.2457031795121516,0.2643747363215806,Disaster,3,5
repair,1.2457031795121516,0.2643747363215806,Disaster,3,5
costs,1.2457031795121516,0.2643747363215806,Disaster,3,5
control,1.2286887815742609,0.267662190449266,Disaster,11,13
business,1.2268067143938013,0.26802895609742977,Kein Disaster,17,8
stop,1.224934852196971,0.26839435497351577,Kein Disaster,33,18
morning,1.2037650737694856,0.27257045789700757,Disaster,10,12
white,1.188727002777585,0.2755864853607404,Kein Disaster,25,13
upset,1.184065263166492,0.2765299400401938,Disaster,4,6
ferguson,1.184065263166492,0.2765299400401938,Disaster,4,6
snow,1.184065263166492,0.2765299400401938,Disaster,4,6
currently,1.184065263166492,0.2765299400401938,Disaster,4,6
message,1.184065263166492,0.2765299400401938,Disaster,4,6
avoid,1.184065263166492,0.2765299400401938,Disaster,4,6
cancer,1.184065263166492,0.2765299400401938,Disaster,4,6
giving,1.1837651709525199,0.27659081246069367,Kein Disaster,10,4
internet,1.1837651709525199,0.27659081246069367,Kein Disaster,10,4
teen,1.1837651709525199,0.27659081246069367,Kein Disaster,10,4
usa,1.1819328525415127,0.2769628562247578,Disaster,9,11
states,1.156433699165647,0.2822063895943031,Disaster,5,7
fighting,1.156433699165647,0.2822063895943031,Disaster,5,7
population,1.156433699165647,0.2822063895943031,Disaster,5,7
runs,1.156433699165647,0.2822063895943031,Disaster,5,7
later,1.156433699165647,0.2822063895943031,Disaster,5,7
happening,1.156433699165647,0.2822063895943031,Disaster,5,7
young,1.152180099681173,0.2830932430533861,Disaster,7,9
sick,1.152180099681173,0.2830932430533861,Disaster,7,9
risk,1.152180099681173,0.2830932430533861,Disaster,7,9
lake,1.1482343365046934,0.2839190700302502,Disaster,6,8
month,1.1482343365046934,0.2839190700302502,Disaster,6,8
mountain,1.1482343365046934,0.2839190700302502,Disaster,6,8
prepare,1.1482343365046934,0.2839190700302502,Disaster,6,8
summer,1.1462390645817842,0.28433783124161116,Kein Disaster,28,15
injury,1.1462390645817842,0.28433783124161116,Kein Disaster,28,15
stay,1.135935686888809,0.2865127782941419,Kein Disaster,20,10
used,1.135935686888809,0.2865127782941419,Kein Disaster,20,10
fast,1.1156863349663626,0.29084919725159575,Kein Disaster,15,7
hate,1.1156863349663626,0.29084919725159575,Kein Disaster,15,7
12,1.1156863349663626,0.29084919725159575,Kein Disaster,15,7
em,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
social,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
ships,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
prevent,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
gotta,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
hello,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
stuff,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
tears,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
rate,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
changes,1.1055028774270816,0.29306161657668006,Kein Disaster,8,3
story,1.1006326417965586,0.2941273078014752,Disaster,19,20
legal,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
recommend,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
covers,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
lgbt,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
operations,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
offer,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
commercial,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
comments,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
communities,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
trap,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
sub,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
surprised,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
subs,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
mystery,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
packs,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
dare,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
tbt,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
diamond,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
hurt,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
sarah,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
beam,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
lmfao,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
hole,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
dvd,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
cia,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
combined,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
emotions,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
claim,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
charlie,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
strange,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
plate,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
coastal,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
telling,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
temporary,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
option,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
design,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
fair,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
quality,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
prices,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
profile,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
fav,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
chocolate,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
solution,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
actual,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
fifth,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
mental,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
99,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
yay,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
yall,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
wearing,1.0761708809645953,0.2995557380410099,Kein Disaster,4,1
